text,category,source,clean_text,predicted_category
"The Golden Globes ceremony ignored politics.  But their big winner taps today’s unhappy turbulence | Peter Bradshaw.  One Battle After Another engages with the tense climate of the second Trump administration unlike any other contenderNow that the political scene in the contemporary United States looks like an unending string of military PR coups for the Trumpian right at home and abroad, it’s appropriate that Paul Thomas Anderson’s spectacular, mysterious counterculture epic One Battle After Another – with Leonardo DiCaprio as a clueless, dishevelled ex-revolutionary – should consolidate its current position as one of the leading movies of this awards season: winning four Globes including best musical or comedy and best director for Paul Thomas Anderson – whose fluency, productivity and pure technique and ambition are arguably making him America’s pre-eminent film-maker.  The excellent Teyana Taylor got best supporting actress. This is a movie scene in which no mainstream is directly attacking the Trump regime head-on (such as, say, Ali Abbasi’s satirical Trump biopic The Apprentice) but there is something in Anderson’s film that inhales and intuits both the current febrile mood of reactionary hysteria and the tension and depression of those opposing it.",Entertainment,The Guardian,the golden globes ceremony ignored politics but their big winner taps today s unhappy turbulence peter bradshaw one battle after another engages with the tense climate of the second trump administration unlike any other contendernow that the political scene in the contemporary united states looks like an unending string of military pr coups for the trumpian right at home and abroad it s appropriate that paul thomas anderson s spectacular mysterious counterculture epic one battle after another with leonardo dicaprio as a clueless dishevelled ex revolutionary should consolidate its current position as one of the leading movies of this awards season winning four globes including best musical or comedy and best director for paul thomas anderson whose fluency productivity and pure technique and ambition are arguably making him america s pre eminent film maker the excellent teyana taylor got best supporting actress this is a movie scene in which no mainstream is directly attacking the trump regime head on such as say ali abbasi s satirical trump biopic the apprentice but there is something in anderson s film that inhales and intuits both the current febrile mood of reactionary hysteria and the tension and depression of those opposing it,Entertainment
"With Venezuela, Trump has achieved his dream of making his own 80s action movie.  Given his rise during the ego joyride of the 1980s, it’s no shock that Trump’s foreign policy is to emulate that decade’s belligerent cinemaThe box office barnstormer of 2026 arrived early this year.  A sleazy banana-republic dictator flooding the American streets with blow.  The over-the-border Delta Force extraction squad sent to pluck this schmo out of his impregnable fortress.  The bronzed tough-talker who’s firing an RPG up the tailpipe of the international rules-based order – but who gets the job done.",Entertainment,The Guardian,with venezuela trump has achieved his dream of making his own s action movie given his rise during the ego joyride of the s it s no shock that trump s foreign policy is to emulate that decade s belligerent cinemathe box office barnstormer of arrived early this year a sleazy banana republic dictator flooding the american streets with blow the over the border delta force extraction squad sent to pluck this schmo out of his impregnable fortress the bronzed tough talker who s firing an rpg up the tailpipe of the international rules based order but who gets the job done,Entertainment
"What’s to like? Why you can hate Timothée Chalamet’s character and still love Marty Supreme.  Chalamet’s nogoodnik ping-pong hustler character is the latest in cinema’s rich history of protagonists with shabby morals.  So why the backlash?In the new hit movie Marty Supreme, the story is pushed forward by how lead character Marty Mauser keeps making messes then, rather than cleaning them up, manages to expand their scope beyond reason.  Marty is attempting to prove himself as the world’s greatest table-tennis champion, to escape his meagre mid-century New York City circumstances and achieve a dream he’s locked on to, seemingly more out of desire to achieve it than a particular love for the sport. And just as he’s presumably blown up some natural athleticism into a monomaniacal quest, all of Marty’s misdeeds across the film escalate.",Entertainment,The Guardian,what s to like why you can hate timoth e chalamet s character and still love marty supreme chalamet s nogoodnik ping pong hustler character is the latest in cinema s rich history of protagonists with shabby morals so why the backlash in the new hit movie marty supreme the story is pushed forward by how lead character marty mauser keeps making messes then rather than cleaning them up manages to expand their scope beyond reason marty is attempting to prove himself as the world s greatest table tennis champion to escape his meagre mid century new york city circumstances and achieve a dream he s locked on to seemingly more out of desire to achieve it than a particular love for the sport and just as he s presumably blown up some natural athleticism into a monomaniacal quest all of marty s misdeeds across the film escalate,Entertainment
"Putin as a Russian James Bond? Jude Law’s Vladimir film seems to have swallowed Kremlin myths | Natasha Kiseleva.  In The Wizard of the Kremlin, Jude Law plays Russia’s president as a cool, reluctant leader, a strategist who got the job because he was young, athletic and a spy.  This is a creation far removed from the man himselfLast year, speaking at the Venice film festival premiere of The Wizard of the Kremlin, based on a book about the rise of Vladimir Putin, actor Jude Law said he “didn’t fear any repercussions” over his portrayal of the Russian president.  Law may be right, but not for the reason he thinks he is.  The film aligns so closely with the mythologised version promoted by the Russian media that, domestically, it reads as a compliment rather than an affront.",Entertainment,The Guardian,putin as a russian james bond jude law s vladimir film seems to have swallowed kremlin myths natasha kiseleva in the wizard of the kremlin jude law plays russia s president as a cool reluctant leader a strategist who got the job because he was young athletic and a spy this is a creation far removed from the man himselflast year speaking at the venice film festival premiere of the wizard of the kremlin based on a book about the rise of vladimir putin actor jude law said he didn t fear any repercussions over his portrayal of the russian president law may be right but not for the reason he thinks he is the film aligns so closely with the mythologised version promoted by the russian media that domestically it reads as a compliment rather than an affront,Entertainment
"‘Even thinking about Coldplay I get tearful’: Denise Lewis’s honest playlist. The former heptathlete throws shapes to Cameo and got gold-medal inspiration from Whitney, but which rapper helps get her out of bed?The first song I fell in love with I was at nursery school when Bohemian Rhapsody by Queen was the song of the moment. I remember seeing the video on Top of the Pops, which is chilling at first, but epic when it gets to the big guitar break.The first single I bought My mum had this little record player that used to keep me very entertained, so I got her to buy me Ring My Bell by Anita Ward for my birthday or Christmas, from a record shop in Wolverhampton. Continue reading...",Entertainment,The Guardian,even thinking about coldplay i get tearful denise lewis s honest playlist the former heptathlete throws shapes to cameo and got gold medal inspiration from whitney but which rapper helps get her out of bed the first song i fell in love with i was at nursery school when bohemian rhapsody by queen was the song of the moment i remember seeing the video on top of the pops which is chilling at first but epic when it gets to the big guitar break the first single i bought my mum had this little record player that used to keep me very entertained so i got her to buy me ring my bell by anita ward for my birthday or christmas from a record shop in wolverhampton continue reading,Entertainment
"Add to playlist: the dark fog of Los Angeles saxophonist Aaron Shaw and the week’s best new tracks. The woodwind player who taught André 3000 music theory releases his searching debut album next monthFrom Los AngelesRecommend if you like Miguel Atwood Ferguson, Shabaka Hutchings’s flute music, the ColtranesUp next Debut album And So It Is released 13 FebruaryFor woodwind players, breath is everything: the lifeforce of artistry, the thing that furnishes sound with personality. But a few years ago, the Los Angeles saxophonist Aaron Shaw realised he was becoming increasingly breathless. In 2023, aged 27, he was diagnosed with bone marrow failure, meaning he wasn’t producing enough oxygen-carrying red blood cells. A change of approach was required. Continue reading...",Entertainment,The Guardian,add to playlist the dark fog of los angeles saxophonist aaron shaw and the week s best new tracks the woodwind player who taught andr music theory releases his searching debut album next monthfrom los angelesrecommend if you like miguel atwood ferguson shabaka hutchings s flute music the coltranesup next debut album and so it is released februaryfor woodwind players breath is everything the lifeforce of artistry the thing that furnishes sound with personality but a few years ago the los angeles saxophonist aaron shaw realised he was becoming increasingly breathless in aged he was diagnosed with bone marrow failure meaning he wasn t producing enough oxygen carrying red blood cells a change of approach was required continue reading,Entertainment
"A$AP Rocky: Don’t Be Dumb review – a charismatic, playful return, but it’s no slam dunk.  (A$AP Rocky Recordings)Now a father of three and burgeoning actor, Rocky finally comes back to music with his strongest album since his 2013 debut – though there’s plenty of flabIt has been eight years since A$AP Rocky, once and future king of New York rap, released an album.  In the world of hip-hop, where even A-list stars such as Rocky’s friend and collaborator Tyler, the Creator are prone to releasing multiple albums a year, this is a lifetime.  In the time since Rocky released his third album, 2018’s Testing, Kanye West has rebranded as a born-again Christian, swerved to the right and released five albums.  Rocky hasn’t been sitting around: he’s been a press mainstay, thanks to his relationship with pop superstar Rihanna, with whom he now has three children, and last year was acquitted of firing a gun at a former friend, dodging up to 24 years in prison.",Entertainment,The Guardian,a ap rocky don t be dumb review a charismatic playful return but it s no slam dunk a ap rocky recordings now a father of three and burgeoning actor rocky finally comes back to music with his strongest album since his debut though there s plenty of flabit has been eight years since a ap rocky once and future king of new york rap released an album in the world of hip hop where even a list stars such as rocky s friend and collaborator tyler the creator are prone to releasing multiple albums a year this is a lifetime in the time since rocky released his third album s testing kanye west has rebranded as a born again christian swerved to the right and released five albums rocky hasn t been sitting around he s been a press mainstay thanks to his relationship with pop superstar rihanna with whom he now has three children and last year was acquitted of firing a gun at a former friend dodging up to years in prison,Entertainment
"‘We wouldn’t still be playing if we’d got stinking rich’: the Damned celebrate 50 years of punk, goth and holy grail hunting.  An appetite for self-destruction left Dave Vanian, Captain Sensible and Rat Scabies hugely influential but financially insecure.  They’re back with a big show and their first album together since 1995‘There isn’t one songwriter, and so the flavour of the band is always going to change,” says Dave Vanian, reflecting on 50 years of the group of which he has been the sole constant member, the Damned.  “Captain Sensible is a great fan of syrupy pop music and prog and glam rock.  So his writing is very poppy, melodic and quite wonderful.",Entertainment,The Guardian,we wouldn t still be playing if we d got stinking rich the damned celebrate years of punk goth and holy grail hunting an appetite for self destruction left dave vanian captain sensible and rat scabies hugely influential but financially insecure they re back with a big show and their first album together since there isn t one songwriter and so the flavour of the band is always going to change says dave vanian reflecting on years of the group of which he has been the sole constant member the damned captain sensible is a great fan of syrupy pop music and prog and glam rock so his writing is very poppy melodic and quite wonderful,Entertainment
"Robbie Williams: Britpop review | Alexis Petridis's album of the week.  (Columbia)Framed as the music Williams wanted to make post-Take That, Britpop surpasses pastiche and swerves unpredictably.  Homoerotic paean to Morrissey, anyone?The arrival of Robbie Williams’s 13th album has been a complicated business.  It was announced in May 2025 and was supposed to come out in October, when its title would have chimed with the 90s nostalgia sparked by the Oasis reunion.  Williams spent the summer engaging in promotion, unveiling fake Britpop-themed blue plaques around London and staging a press conference at the Groucho Club.",Entertainment,The Guardian,robbie williams britpop review alexis petridis s album of the week columbia framed as the music williams wanted to make post take that britpop surpasses pastiche and swerves unpredictably homoerotic paean to morrissey anyone the arrival of robbie williams s th album has been a complicated business it was announced in may and was supposed to come out in october when its title would have chimed with the s nostalgia sparked by the oasis reunion williams spent the summer engaging in promotion unveiling fake britpop themed blue plaques around london and staging a press conference at the groucho club,Entertainment
"Julianna Barwick and Mary Lattimore: Tragic Magic review | Safi Bugel's experimental album of the month.  (InFiné)The composers’ first collaborative album ebbs from epic, cinematic heights to delicate and dreamy lullabiesAfter years of touring together, Los Angeles-based composers Julianna Barwick and Mary Lattimore have developed what the former refers to as a “musical telepathy”.  Tragic Magic, the pair’s first collaborative album, evidences this bond: born out of a short series of improv sessions in Paris, it’s a wonderfully immersive set of new age and ambient tracks, where Barwick’s airy, reverbed vocals and atmospheric synth washes interweave with, and accentuate, Lattimore’s twinkling harp. The album sessions took place shortly after last year’s California wildfires, which the two musicians experienced as residents.  Accordingly, tragedy and hope cut through the dreamlike haze of these unfurling compositions.",Entertainment,The Guardian,julianna barwick and mary lattimore tragic magic review safi bugel s experimental album of the month infin the composers first collaborative album ebbs from epic cinematic heights to delicate and dreamy lullabiesafter years of touring together los angeles based composers julianna barwick and mary lattimore have developed what the former refers to as a musical telepathy tragic magic the pair s first collaborative album evidences this bond born out of a short series of improv sessions in paris it s a wonderfully immersive set of new age and ambient tracks where barwick s airy reverbed vocals and atmospheric synth washes interweave with and accentuate lattimore s twinkling harp the album sessions took place shortly after last year s california wildfires which the two musicians experienced as residents accordingly tragedy and hope cut through the dreamlike haze of these unfurling compositions,Entertainment
"BTS named their new album Arirang. What is so striking about their choice?. The title is loaded with meaning for all Koreans, and will give fans globally an insight into the folksong culture that shaped the world’s biggest K-pop groupBTS announced their long-awaited comeback and world tour this week, with their first full-length album in nearly four years set for release on 20 March.On Friday, the K-pop group revealed its title – Arirang – a choice that carries profound emotional weight for Koreans. So what does it mean, what is its significance for the Koreas, and why did BTS choose it? Continue reading...",Entertainment,The Guardian,bts named their new album arirang what is so striking about their choice the title is loaded with meaning for all koreans and will give fans globally an insight into the folksong culture that shaped the world s biggest k pop groupbts announced their long awaited comeback and world tour this week with their first full length album in nearly four years set for release on march on friday the k pop group revealed its title arirang a choice that carries profound emotional weight for koreans so what does it mean what is its significance for the koreas and why did bts choose it continue reading,Entertainment
"The best songs of 2025 … you may not have heard. From a folk murder ballad to an impassioned call for peace, Guardian writers pick their favourite lesser-heard tracks of the yearThe pick of 2025’s film, music, art, TV, stage and games, chosen by Guardian critics and writersThere is a sense of deep knowing and calm to Not Offended, the lone song released this year by the Danish-Montenegrin musician (also an earlier graduate of the Copenhagen music school currently producing every interesting alternative pop star). To warmly droning organ that hangs like the last streak of sunlight above a darkening horizon, Milovic assures someone that they haven’t offended her – but her steady Teutonic tenderness, reminiscent of Molly Nilsson or Sophia Kennedy, suggests that their actions weren’t provocative so much as evasive. Strings flutter tentatively as she addresses this person who can’t look life in the eye right now. “I see you clearly,” Milovic sings, as the drums kick in and the strings become full-blooded: a reminder of the ease that letting go can offer. Laura Snapes Continue reading...",Entertainment,The Guardian,the best songs of you may not have heard from a folk murder ballad to an impassioned call for peace guardian writers pick their favourite lesser heard tracks of the yearthe pick of s film music art tv stage and games chosen by guardian critics and writersthere is a sense of deep knowing and calm to not offended the lone song released this year by the danish montenegrin musician also an earlier graduate of the copenhagen music school currently producing every interesting alternative pop star to warmly droning organ that hangs like the last streak of sunlight above a darkening horizon milovic assures someone that they haven t offended her but her steady teutonic tenderness reminiscent of molly nilsson or sophia kennedy suggests that their actions weren t provocative so much as evasive strings flutter tentatively as she addresses this person who can t look life in the eye right now i see you clearly milovic sings as the drums kick in and the strings become full blooded a reminder of the ease that letting go can offer laura snapes continue reading,Entertainment
"Soul-baring ballads, alt-rock fury and neon-lit techno: five-star albums you may have missed this year.  Valentina Magaletti drummed for her life, Sarz got hips swinging and Daniel Avery got slinky and serpentine: our writers pick their favourite unsung LPs from 2025• The 50 best albums of 2025• More on the best culture of 2025Towards the end of Tether, there is a song called Silk and Velvet; its sound is characteristic of Annahstasia’s debut album.  Fingerpicked acoustic guitar and her extraordinary vocals – husky, expressive, elegant – are front and centre.  The arrangement is subtle but not drearily tasteful: arching noise that could be feedback or a distorted pedal steel guitar, which gradually swells into something climactic before dying away.  The lyrics, meanwhile, concern themselves with selling out: “Maybe I’m an analyst, an antisocial bitch,” she sings.",Entertainment,The Guardian,soul baring ballads alt rock fury and neon lit techno five star albums you may have missed this year valentina magaletti drummed for her life sarz got hips swinging and daniel avery got slinky and serpentine our writers pick their favourite unsung lps from the best albums of more on the best culture of towards the end of tether there is a song called silk and velvet its sound is characteristic of annahstasia s debut album fingerpicked acoustic guitar and her extraordinary vocals husky expressive elegant are front and centre the arrangement is subtle but not drearily tasteful arching noise that could be feedback or a distorted pedal steel guitar which gradually swells into something climactic before dying away the lyrics meanwhile concern themselves with selling out maybe i m an analyst an antisocial bitch she sings,Entertainment
"The 10 best jazz albums of 2025. Jakob Bro’s Bill Frisell collaboration finally saw the light, Cécile McLorin Salvant drew on her teenage pop memories and Anthony Braxton looked back to 1985• The 50 best albums of 2025• More on the best culture of 2025UK saxophonist, composer and bandleader Tom Smith was dropping clues to his distinctively contemporary take on jazz traditions as a BBC Young Jazz Musician of the Year finalist in 2014 and 2016, and later as a leader of groups including the sax trio Gecko and the LGBTQI+ ensemble Queertet. But his powerful big band’s 2025 release, A Year in the Life, unveiled how exultantly Smith’s writing mingles orchestral influences from Maria Schneider and Carla Bley with slamming groovers from the big-band swing era, and a deep grasp of bebop chordal acrobatics, with raw and metallic guitar interventions thrown in. Continue reading...",Entertainment,The Guardian,the best jazz albums of jakob bro s bill frisell collaboration finally saw the light c cile mclorin salvant drew on her teenage pop memories and anthony braxton looked back to the best albums of more on the best culture of uk saxophonist composer and bandleader tom smith was dropping clues to his distinctively contemporary take on jazz traditions as a bbc young jazz musician of the year finalist in and and later as a leader of groups including the sax trio gecko and the lgbtqi ensemble queertet but his powerful big band s release a year in the life unveiled how exultantly smith s writing mingles orchestral influences from maria schneider and carla bley with slamming groovers from the big band swing era and a deep grasp of bebop chordal acrobatics with raw and metallic guitar interventions thrown in continue reading,Entertainment
"The best old music we discovered this year. Strange folk, lost pop, disco oddities and, um, Dido – here are the forgotten tracks that became this year’s most replayed revelations• The 50 best albums of 2025• More on the best culture of 2025I grew up listening to the Mamas and the Papas’ hits but had never heard their albums before this year. I had no idea anything as creepy as Mansions lurked within their sunny oeuvre. Its sound is ominous, its mood one of stoned paranoia, its subject rich hippies sequestered in the titular luxury homes, haunted by the sensation that the flower-power dream is going wrong. Continue reading...",Entertainment,The Guardian,the best old music we discovered this year strange folk lost pop disco oddities and um dido here are the forgotten tracks that became this year s most replayed revelations the best albums of more on the best culture of i grew up listening to the mamas and the papas hits but had never heard their albums before this year i had no idea anything as creepy as mansions lurked within their sunny oeuvre its sound is ominous its mood one of stoned paranoia its subject rich hippies sequestered in the titular luxury homes haunted by the sensation that the flower power dream is going wrong continue reading,Entertainment
"‘It’s more productive than doomscrolling’: film-maker Ben Wheatley on his secret life as musician Dave Welder.  While playing with nine-figure Hollywood budgets, the Kill List and Meg 2 director has become a prolific music producer.  Next up is his experimental film, BulkDave Welder may just be the most prolific musician you’ve never heard of.  In a little more than a year, he has released a staggering 26 records spanning electronica, dub, ambient, kosmische and drone.  One of these albums, Thunderdrone, is more than four hours long.",Entertainment,The Guardian,it s more productive than doomscrolling film maker ben wheatley on his secret life as musician dave welder while playing with nine figure hollywood budgets the kill list and meg director has become a prolific music producer next up is his experimental film bulkdave welder may just be the most prolific musician you ve never heard of in a little more than a year he has released a staggering records spanning electronica dub ambient kosmische and drone one of these albums thunderdrone is more than four hours long,Entertainment
"‘There’s serendipity to my story’: Emmylou Harris on Gram Parsons, her garlanded career – and her dog rescue centre.  Ahead of her final European tour, the US songwriter discusses her unlikely life as a country star, seeking advice from Pete Seeger – and why retirement isn’t on the cards just yetWhen Emmylou Harris was starting out in the late 1960s, she thought country music wasn’t for her.  “I hadn’t seen the light,” she says.  “I was a folk singer who believed you don’t ever work with drummers as they wreck everything. ” It was Gram Parsons, of the Byrds and the Flying Burrito Brothers, who changed her mind.",Entertainment,The Guardian,there s serendipity to my story emmylou harris on gram parsons her garlanded career and her dog rescue centre ahead of her final european tour the us songwriter discusses her unlikely life as a country star seeking advice from pete seeger and why retirement isn t on the cards just yetwhen emmylou harris was starting out in the late s she thought country music wasn t for her i hadn t seen the light she says i was a folk singer who believed you don t ever work with drummers as they wreck everything it was gram parsons of the byrds and the flying burrito brothers who changed her mind,Entertainment
"Singer-songwriter Bill Callahan: ‘I’m not a craftsman – I’m more of a drunk professor who likes coincidence and mistakes’.  Preceding the release of My Days of 58, the Americana legend once known as Smog discusses his Yorkshire youth, why Spotify is like the mafia and the bleak state of AIWe got married to [Smog’s] Our Anniversary.  When you write songs, do you think about how listeners might carry them into their own lives, or do the songs stop being yours after they are done? VanearleWhen I wrote [2019’s] Watch Me Get Married, I thought maybe people would have that as their wedding song.  But mostly it’s inconceivable what people are gonna do with a song.  I don’t think about it too much because there are 100,000 places where it’s gonna live.",Entertainment,The Guardian,singer songwriter bill callahan i m not a craftsman i m more of a drunk professor who likes coincidence and mistakes preceding the release of my days of the americana legend once known as smog discusses his yorkshire youth why spotify is like the mafia and the bleak state of aiwe got married to smog s our anniversary when you write songs do you think about how listeners might carry them into their own lives or do the songs stop being yours after they are done vanearlewhen i wrote s watch me get married i thought maybe people would have that as their wedding song but mostly it s inconceivable what people are gonna do with a song i don t think about it too much because there are places where it s gonna live,Entertainment
"The Cribs: Selling a Vibe review | Alexis Petridis’s album of the week.  (PIAS)The Jarman brothers’ ninth album adds a little 80s pop sheen to their distorted guitars and confident songwriting, while always sounding exactly like the indie stalwartsLast summer, the BBC broadcast an eight-part podcast called The Rise and Fall of Indie Sleaze.  Its third episode heavily featured the Cribs’ bassist and vocalist Gary Jarman talking about his band’s first flush of mid-00s fame.  It centred on their 2005 single Hey Scenesters!, from which the episode also took its name.  It was a curious choice: on close examination, Hey Scenesters! wasn’t a celebration of what some people unfortunately dubbed the New Rock Revolution so much as the sound of Jarman and his bandmate brothers poking fun at it.",Entertainment,The Guardian,the cribs selling a vibe review alexis petridis s album of the week pias the jarman brothers ninth album adds a little s pop sheen to their distorted guitars and confident songwriting while always sounding exactly like the indie stalwartslast summer the bbc broadcast an eight part podcast called the rise and fall of indie sleaze its third episode heavily featured the cribs bassist and vocalist gary jarman talking about his band s first flush of mid s fame it centred on their single hey scenesters from which the episode also took its name it was a curious choice on close examination hey scenesters wasn t a celebration of what some people unfortunately dubbed the new rock revolution so much as the sound of jarman and his bandmate brothers poking fun at it,Entertainment
"Toni Geitani: Wahj review | Ammar Kalia's global album of the month.  (Self-released)The Beirut-born producer’s masterly second album revels in dark tension to cinematic effect, finding beauty in ruinous soundArabic electronic experimentalism is thriving.  In recent years, diaspora artists such as Egyptian producer Abdullah Miniawy, singer Nadah El Shazly and Lebanese singer-songwriter Mayssa Jallad have each released records that combine the Arabic musical tradition of maqam and its slippery melodies with granular electronic sound design, rumbling bass and metallic drum programming to create a dramatic new proposition. Beirut-born and Amsterdam-based composer Toni Geitani is the latest to contribute to this growing scene with his masterfully produced second album Wahj (“radiance” in Arabic).  Working as a visual artist and sound designer, Geitani is well versed in creating imaginative soundscapes for films such as 2024 sci-fi Radius Collapse, as well as referencing the shadowy nocturnal hiss of producers such as Burial on his dabke-sampling 2018 debut album Al Roujoou Ilal Qamar.",Entertainment,The Guardian,toni geitani wahj review ammar kalia s global album of the month self released the beirut born producer s masterly second album revels in dark tension to cinematic effect finding beauty in ruinous soundarabic electronic experimentalism is thriving in recent years diaspora artists such as egyptian producer abdullah miniawy singer nadah el shazly and lebanese singer songwriter mayssa jallad have each released records that combine the arabic musical tradition of maqam and its slippery melodies with granular electronic sound design rumbling bass and metallic drum programming to create a dramatic new proposition beirut born and amsterdam based composer toni geitani is the latest to contribute to this growing scene with his masterfully produced second album wahj radiance in arabic working as a visual artist and sound designer geitani is well versed in creating imaginative soundscapes for films such as sci fi radius collapse as well as referencing the shadowy nocturnal hiss of producers such as burial on his dabke sampling debut album al roujoou ilal qamar,Entertainment
"Jenny on Holiday: Quicksand Heart review – Let’s Eat Grandma innovator’s knowing new-wave reinvention.  (Transgressive)In Jenny Hollingworth’s first solo venture, her singular songwriting powers shine in swooping vocals and transcendent pop melodiesOver the past decade, 27-year-old Jenny Hollingworth’s musical output has become steadily less strange.  As half of Let’s Eat Grandma, the Norwich native started out making freaky synth-folk the arch syrupiness of which chimed with the then-nascent hyperpop scene: I, Gemini, the duo’s 2016 debut, was outsiderish juvenilia of the most thrilling variety.  For its follow-up, I’m All Ears, Hollingworth and her bandmate, Rosa Walton, sharpened their songwriting skills while holding tight to their eccentricities; the result was an album of sensational futurist pop.  By 2022’s Two Ribbons, they were slipping into slightly more subdued, conventional territory – albeit retaining enough idiosyncratic sonic detailing to maintain their place at the edge.",Entertainment,The Guardian,jenny on holiday quicksand heart review let s eat grandma innovator s knowing new wave reinvention transgressive in jenny hollingworth s first solo venture her singular songwriting powers shine in swooping vocals and transcendent pop melodiesover the past decade year old jenny hollingworth s musical output has become steadily less strange as half of let s eat grandma the norwich native started out making freaky synth folk the arch syrupiness of which chimed with the then nascent hyperpop scene i gemini the duo s debut was outsiderish juvenilia of the most thrilling variety for its follow up i m all ears hollingworth and her bandmate rosa walton sharpened their songwriting skills while holding tight to their eccentricities the result was an album of sensational futurist pop by s two ribbons they were slipping into slightly more subdued conventional territory albeit retaining enough idiosyncratic sonic detailing to maintain their place at the edge,Entertainment
"Dry Cleaning: Secret Love review | Alexis Petridis's album of the week.  (4AD)The standout act in the sprechgesang wave, the four-piece’s newly expansive sound carries singer Florence Shaw’s distinctive tales of mundane lives spiralling out of controlDry Cleaning’s third album features a lot of strikingly odd lyrics.  Take your pick from “alien offshoot mushroom, going the gym to get slim”; “my dream house is a negative space of rock”; or, indeed, “when I was a child I wanted to be a horse, eating onions, carrots, celery”.  But it’s an ostensibly more straightforward line, from Cruise Ship Designer, that seems destined to attract the most attention.  “I make sure there are hidden messages in my work,” says vocalist Florence Shaw as the track draws to a conclusion, the muscular guitar riff that’s driven it along devolving into a janky, trebly scrabble.",Entertainment,The Guardian,dry cleaning secret love review alexis petridis s album of the week ad the standout act in the sprechgesang wave the four piece s newly expansive sound carries singer florence shaw s distinctive tales of mundane lives spiralling out of controldry cleaning s third album features a lot of strikingly odd lyrics take your pick from alien offshoot mushroom going the gym to get slim my dream house is a negative space of rock or indeed when i was a child i wanted to be a horse eating onions carrots celery but it s an ostensibly more straightforward line from cruise ship designer that seems destined to attract the most attention i make sure there are hidden messages in my work says vocalist florence shaw as the track draws to a conclusion the muscular guitar riff that s driven it along devolving into a janky trebly scrabble,Entertainment
